Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Total No of Comments,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness_Thumbnail,Trustworthiness_Video,Does the Video Require Subject Matter Expertise from an Expert ?,Creator_SME,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
T-Series ,https://www.youtube.com/watch?v=Igu8urJYvOY,DARKHAAST (LoFi Mix) - SHIVAAY | DJ YOGII | Arijit Singh & Sunidhi Chauhan | Ajay Devgn | T-Series,0:05:34,Hindi,Entertainment,"48,493","1,000",78,"227,000,000",16-06-2022,13-03-2006,Music,Maharashtra,"204,691,041,902",10,10,Yes,Yes,Trustable,Ameya Nerkar
Times Music,https://www.youtube.com/watch?v=dRr_eF3YifA,KAKA New Punjabi Song - Mitti De Tibbe (Official Video) | Afsha Khan | Latest Punjabi Songs 2022,0:05:17,Punjabi,Entertainment,"81,458,043","1,600,000","29,876","10,600,000",28-07-2022,13-12-2010,Music,Maharashtra,"3,294,729,653",10,9,Yes,Yes,Trustable,Ameya Nerkar
Times Music,https://www.youtube.com/watch?v=PhLkP0axmd8,Rumor | Full Audio | Chet Singh | Arshiya Makkar | Prabh Bains | Latest Punjabi Songs 2022,0:02:54,Punjabi,Entertainment,"5,835",250,11,"10,600,000",13-10-2022,13-12-2010,Music,Maharashtra,"3,294,729,653",10,9,Yes,Yes,Trustable,Ameya Nerkar
Times Music,https://www.youtube.com/watch?v=9fJTssABZSY,Raanjhana Ve - Full Audio - Antara Mitra - Soham Naik - Uddipan - Sonu -Latest Hindi Love Songs 2021,0:04:48,Punjabi,Entertainment,"3,105,978","32,000",406,"10,600,000",13-09-2021,13-12-2010,Music,Maharashtra,"3,294,729,653",10,9,Yes,Yes,Trustable,Ameya Nerkar
Times Music,https://www.youtube.com/watch?v=qjdaO-5pIps,Mundri | Lyrical Video | Teri Meri Gal Ban Gayi | Akhil | Rubina | Master Saleem | Gulrez Akhtar,0:03:14,Punjabi,Entertainment,"4,263",220,26,"10,600,000",18-10-2022,13-12-2010,Music,Maharashtra,"3,294,729,653",10,9,Yes,Yes,Trustable,Ameya Nerkar
Times Music,https://www.youtube.com/watch?v=suGE0EITXMg,Cappuccino | Lyrical Video | Niti Taylor | Abhishek Verma | R Naaz | Latest Punjabi Song 2022,0:03:24,Punjabi,Entertainment,"7,456",268,13,"10,600,000",1/10/2022,13-12-2010,Music,Maharashtra,"3,294,729,653",10,9,Yes,Yes,Trustable,Ameya Nerkar
XTREME MOTO ADVENTURE,https://www.youtube.com/watch?v=KUlDp0WUunQ,HOW I ENTERED POK ( PAKISTAN ) ???????? | NEELUM VALLEY | KERAN | EP- 13,0:18:31,Hindi,Lifestyle,"229,649","7,500",713,"925,000",8/10/2022,12/7/2012,Vlogs,Uttrakhand,"130,648,139",9,9,Yes,Yes,Trustable,Ameya Nerkar
XTREME MOTO ADVENTURE,https://www.youtube.com/watch?v=xgGzboDOIOo,Believe it or not - The last land of India - DHANUSHKODI,0:16:13,Hindi,Lifestyle,"5,528,133","76,000","2,806","925,000",22-01-2019,12/7/2012,Vlogs,Uttrakhand,"130,648,139",9,9,Yes,Yes,Trustable,Ameya Nerkar
XTREME MOTO ADVENTURE,https://www.youtube.com/watch?v=lbYdzEtQm0c,MEET MY SISTER ?? A LONG PENDING PROMISE,0:13:10,Hindi,Lifestyle,"24,302","2,000",105,"925,000",15-08-2022,12/7/2012,Vlogs,Uttrakhand,"130,648,139",9,9,Yes,Yes,Trustable,Ameya Nerkar
XTREME MOTO ADVENTURE,https://www.youtube.com/watch?v=VGazMYH1X-0,ZANSKAR ride Starts ?? Manali To SHINKULA PAAS ? LADAKH 2022 || EP- 3,0:22:54,Hindi,Lifestyle,"89,761","5,800",328,"925,000",22-06-2022,12/7/2012,Vlogs,Uttrakhand,"130,648,139",9,9,Yes,Yes,Trustable,Ameya Nerkar
XTREME MOTO ADVENTURE,https://www.youtube.com/watch?v=6AVIKH178N0,WAYANAD ?????? ?? ?? South India ?? ?Kerala ? SOOJIPARA Waterfall ?ATTAMALA VIEW POINT,0:18:10,Hindi,Lifestyle,"82,869","4,000",238,"925,000",30-01-2022,12/7/2012,Vlogs,Uttrakhand,"130,648,139",9,9,Yes,Yes,Trustable,Ameya Nerkar
LeapScholar - Study Abroad Expert ,https://www.youtube.com/watch?v=wRAZN-Ltuz8,A Day in Deakin University Melbourne | Leap Scholar ft. @Tushar Bareja,0:02:30,English,Educational,"16,711",576,27,"190,000",27-08-2022,23-06-2020,Lifestyle,Karnataka,"22,461,223",10,10,Yes,Yes,Trustable,Ameya Nerkar
LeapScholar - Study Abroad Expert ,https://www.youtube.com/watch?v=9JHaPCoMBI4,Top Courses in Australia for PR | Expert Hour by LeapScholar,1:00:49,English,Educational,917,32,2,"190,000",10/4/2022,23-06-2020,Lifestyle,Karnataka,"22,461,223",10,10,Yes,Yes,Trustable,Ameya Nerkar
LeapScholar - Study Abroad Expert ,https://www.youtube.com/watch?v=D-k83V6btSc,Education Counsellor Kiran Mahajan is searching for her jersey | LeapScholar,0:00:49,English,Educational,"1,182,411",42,58,"190,000",19-08-2022,23-06-2020,Lifestyle,Karnataka,"22,461,223",10,10,Yes,Yes,Trustable,Ameya Nerkar
LeapScholar - Study Abroad Expert ,https://www.youtube.com/watch?v=QBgGSX2tQig,Where to Study Abroad For FREE in 2022 | Leap Scholar,0:06:04,English,Educational,"47,375","1,500",164,"190,000",19-12-2021,23-06-2020,Lifestyle,Karnataka,"22,461,223",10,10,Yes,Yes,Trustable,Ameya Nerkar
LeapScholar - Study Abroad Expert ,https://www.youtube.com/watch?v=DX283suhaFM,Most Affordable Countries to Study Abroad | Budget Friendly | Free Education,0:06:52,English,Educational,"221,298","6,500",442,"190,000",22-12-2020,23-06-2020,Lifestyle,Karnataka,"22,461,223",10,10,Yes,Yes,Trustable,Ameya Nerkar
YouTube Creators India,https://www.youtube.com/watch?v=TelEiGn76wQ,Copyright violation ki vajah se video hataaya jaana aur Content ID - Copyright on YouTube,0:03:39,Hindi,Lifestyle,"160,471","7,600",635,"334,000",8/11/2022,9/9/2020,Lifestyle,Maharashtra,"13,021,114",9,10,Yes,Yes,Trustable,Ameya Nerkar
YouTube Creators India,https://www.youtube.com/watch?v=XbwvutE-ro0,Creator Basics: How to Set Up & Optimize Your Channel | ???? ???? ?? ??? ?? ?? ?????????? ????,0:03:57,Hindi,Lifestyle,"88,806","1,800",176,"334,000",5/11/2021,9/9/2020,Lifestyle,Maharashtra,"13,021,114",9,10,Yes,Yes,Trustable,Ameya Nerkar
YouTube Creators India,https://www.youtube.com/watch?v=h3SaG0Fkkco,Creator Basics: How To Navigate YouTube Studio | ??????? ???????? ??????? ????,0:04:16,Hindi,Lifestyle,"40,223","1,900",221,"334,000",26-08-2021,9/9/2020,Lifestyle,Maharashtra,"13,021,114",9,10,Yes,Yes,Trustable,Ameya Nerkar
YouTube Creators India,https://www.youtube.com/watch?v=3w4UcraTSTc,Aapke video kitne lambe hone chaahiye?,0:03:35,Hindi,Lifestyle,"66,635","4,700",593,"334,000",3/10/2022,9/9/2020,Lifestyle,Maharashtra,"13,021,114",9,10,Yes,Yes,Trustable,Ameya Nerkar
YouTube Creators India,https://www.youtube.com/watch?v=RUJULNdq70A,Youtube ?? ??? ??????? ????,0:03:34,Hindi,Lifestyle,"104,321","6,400",825,"334,000",15-02-2022,9/9/2020,Lifestyle,Maharashtra,"13,021,114",9,10,Yes,Yes,Trustable,Ameya Nerkar
Chandoo,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,0:49:15,English,Educational,"941,573","28,000","1,024","322,000",8/12/2021,2/5/2009,Employment,Andhra Pradesh,"23,024,769",10,10,Yes,Yes,Trustable,Ameya Nerkar
Chandoo,https://www.youtube.com/watch?v=pIbL4aSUIas,"BUSINESS Analyst vs. DATA Analyst - What do they do, skills & career paths…",0:13:51,English,Educational,"392,112","11,000",341,"322,000",3/10/2022,2/5/2009,Employment,Andhra Pradesh,"23,024,769",10,10,Yes,Yes,Trustable,Ameya Nerkar
Chandoo,https://www.youtube.com/watch?v=bSaLlNLAW44,Data Cleaning PRO Tip: Dealing with text & numbers in same column,0:05:37,English,Educational,"27,669","1,200",101,"322,000",7/7/2022,2/5/2009,Employment,Andhra Pradesh,"23,024,769",10,10,Yes,Yes,Trustable,Ameya Nerkar
Chandoo,https://www.youtube.com/watch?v=5I0pnj_-LLA,Convert PDF to Excel effortlessly (one file or combine many),0:07:06,English,Educational,"66,848","1,300",215,"322,000",14-04-2021,2/5/2009,Employment,Andhra Pradesh,"23,024,769",10,10,Yes,Yes,Trustable,Ameya Nerkar
Chandoo,https://www.youtube.com/watch?v=gVr9f1GJdZc,5 key skills you need to become a GREAT Data Analyst ~ Lessons from 15 years of analytics experience,0:14:30,English,Educational,"292,096","11,000",525,"322,000",16-06-2021,2/5/2009,Employment,Andhra Pradesh,"23,024,769",10,10,Yes,Yes,Trustable,Ameya Nerkar
AbbyViral,https://www.youtube.com/watch?v=WqdYByAXnpU,???? POWERFUL RAP SONG on HANUMAN CHALISA | AbbyViral,0:03:50,Hindi,Music,"49,279","6,900","1,012","1,060,000",16-10-2022,27-07-2016,Lifestyle,Delhi,"65,078,833",9,9,Yes,Yes,Trustable,Ameya Nerkar
AbbyViral,https://www.youtube.com/watch?v=H5zW0eYrDhk,MAHABHARAT ?? ????? RAP ???,0:03:57,Hindi,Music,"2,075,649","183,000","7,347","1,060,000",23-08-2022,27-07-2016,Lifestyle,Delhi,"65,078,833",9,9,Yes,Yes,Trustable,Ameya Nerkar
AbbyViral,https://www.youtube.com/watch?v=nVjaMid3HpA,KALYUG VS KRISHNA RAP BATTLE MAHABHARAT FT. @Mr. $even,0:05:16,Hindi,Music,"404,868","30,000","1,347","1,060,000",9/9/2022,27-07-2016,Lifestyle,Delhi,"65,078,833",9,9,Yes,Yes,Trustable,Ameya Nerkar
AbbyViral,https://www.youtube.com/watch?v=PAMEsuEhHyM,I Love Myself | Kendrick Lamar Cover Rap Song in Hindi,0:02:55,Hindi,Music,"18,648","1,200",106,"1,060,000",9/4/2022,27-07-2016,Lifestyle,Delhi,"65,078,833",9,9,Yes,Yes,Trustable,Ameya Nerkar
AbbyViral,https://www.youtube.com/watch?v=XBf5mRSkXHM,Let's Do It | Epic Motivational Video by Abby Viral | UNACADEMY | Abby Viral,0:10:09,Hindi,Music,"134,851","10,000",371,"1,060,000",29-11-2022,27-07-2016,Lifestyle,Delhi,"65,078,833",9,9,Yes,Yes,Trustable,Ameya Nerkar
Buddhism,https://www.youtube.com/watch?v=iTEVJ-0rvBE,4 Types of Toxic People to Avoid | Buddhism In English,0:07:20,English,Lifestyle,"83,106","4,700",307,"656,000",15-10-2022,4/6/2013,Lifestyle,Not Available,"44,392,305",8,9,Yes ,Yes,Trustable,Ameya Nerkar
Buddhism,https://www.youtube.com/watch?v=-pMnlwVgpFY,Why bad things happen to good people | Buddhism In English I Inner Guide Special Video,0:09:32,English,Lifestyle,"1,399,902","36,000","1,817","656,000",23-03-2022,4/6/2013,Lifestyle,Not Available,"44,392,305",8,9,Yes ,Yes,Trustable,Ameya Nerkar
Buddhism,https://www.youtube.com/watch?v=HTJIhjN8qS8,InnerGuide Q&A | How to Stop Laziness.... | Buddhism In English,0:06:38,English,Lifestyle,"175,437","8,700",198,"656,000",6/1/2022,4/6/2013,Lifestyle,Not Available,"44,392,305",8,9,Yes ,Yes,Trustable,Ameya Nerkar
Buddhism,https://www.youtube.com/watch?v=voWSBBoAVYE,Be Like Water | Inner Guide Ep 13 | Buddhism In English,0:04:35,English,Lifestyle,"95,890","5,200",213,"656,000",8/1/2022,4/6/2013,Lifestyle,Not Available,"44,392,305",8,9,Yes ,Yes,Trustable,Ameya Nerkar
Buddhism,https://www.youtube.com/watch?v=OxfxpdxfbQQ,Discipline Your Mind | Buddhism In English,0:08:51,English,Lifestyle,"187,518","8,100",325,"656,000",7/5/2022,4/6/2013,Lifestyle,Not Available,"44,392,305",8,9,Yes ,Yes,Trustable,Ameya Nerkar
Sandeep Maheshwari ,https://www.youtube.com/watch?v=kkDgvudNSq8,How The Mind Works? By Sandeep Maheshwari | Hindi,0:30:51,Hindi,Lifestyle,"13,336,804","58,000","3,819","25,600,000",3/9/2021,13-02-2012,Lifestyle,Delhi,"1,996,009,140",8,10,Yes,Yes,Trustable,Ameya Nerkar
Sandeep Maheshwari ,https://www.youtube.com/watch?v=SSgn8Ci9LTk,Meet Ranveer Allahbadia BeerBiceps | Episode 36,0:16:40,Hindi,Lifestyle,"2,538,359","200,000","9,040","25,600,000",22-09-2022,13-02-2012,Lifestyle,Delhi,"1,996,009,140",8,10,Yes,Yes,Trustable,Ameya Nerkar
Sandeep Maheshwari ,https://www.youtube.com/watch?v=jntD0OY-Zk8,Meet Magician Suhani Shah | Episode 42,0:21:40,Hindi,Lifestyle,"5,980,567","456,000","22,183","25,600,000",5/10/2022,13-02-2012,Lifestyle,Delhi,"1,996,009,140",8,10,Yes,Yes,Trustable,Ameya Nerkar
Sandeep Maheshwari ,https://www.youtube.com/watch?v=TWSCCmFQteY,Meet Khan Sir | Episode 29,0:22:50,Hindi,Lifestyle,"15,086,313","1,300,000","97,625","25,600,000",5/9/2022,13-02-2012,Lifestyle,Delhi,"1,996,009,140",8,10,Yes,Yes,Trustable,Ameya Nerkar
Sandeep Maheshwari ,https://www.youtube.com/watch?v=ZfPISsIIKQw,POWERFUL MOTIVATIONAL VIDEO By Sandeep Maheshwari | Best Inspirational Quotes in Hindi,0:04:35,Hindi,Lifestyle,"14,433,946","738,000","21,572","25,600,000",4/7/2020,13-02-2012,Lifestyle,Delhi,"1,996,009,140",8,10,Yes,Yes,Trustable,Ameya Nerkar
Abhi and Niyu,https://www.youtube.com/watch?v=lyt7Jcl068E,Agnipath scheme explained in 5 minutes | Facts vs Myth Agnipath | Abhi and Niyu,0:06:54,Hindi,Vlog,"1,403,368","141,000","8,015","3,140,000",21-06-2022,3/4/2018,Educational,Maharashtra,"426,505,856",9,10,Yes,Yes,Trustable,Ameya Nerkar
Abhi and Niyu,https://www.youtube.com/watch?v=F9bkUM3Fgqo,Russia is destroying Europe to win the war | Russia vs Europe | Abhi and Niyu,0:09:34,Hindi,Vlog,"1,297,959","880,000","1,852","3,140,000",1/8/2022,3/4/2018,Educational,Maharashtra,"426,505,856",9,10,Yes,Yes,Trustable,Ameya Nerkar
Abhi and Niyu,https://www.youtube.com/watch?v=k_indcC331o,Chattrapati Sambhaji Maharaj | The Forgotten Prince of India | Abhi and Niyu,0:06:52,Hindi,Vlog,"2,355,943","282,000","15,699","3,140,000",14-05-2021,3/4/2018,Educational,Maharashtra,"426,505,856",9,10,Yes,Yes,Trustable,Ameya Nerkar
Abhi and Niyu,https://www.youtube.com/watch?v=P9GbXGkbZ0k,Top Richest Temples of India | Richest Temples in the world are in India | Abhi and Niyu,0:06:32,Hindi,Vlog,"1,464,073","1,530,000","9,011","3,140,000",22-02-2021,3/4/2018,Educational,Maharashtra,"426,505,856",9,10,Yes,Yes,Trustable,Ameya Nerkar
Abhi and Niyu,https://www.youtube.com/watch?v=fobFUISgj_M,Investing in your 20s can make you a CROREPATI | Investing for beginners | Abhi and Niyu,0:10:06,Hindi,Vlog,"920,631","76,000","1,062","3,140,000",21-12-2021,3/4/2018,Educational,Maharashtra,"426,505,856",9,10,Yes,Yes,Trustable,Ameya Nerkar
warikoo,https://www.youtube.com/watch?v=A7Iyq9LTPOU,"Making MONEY at the AGE of 15, CONTENT and MORE! | Money talks with Anushka Rathod | Warikoo Hindi",0:32:22,Hindi,Lifestyle,"890,683","2,800",442,"2,260,000",8/11/2022,1/8/2017,Motivation,Delhi,"146,117,481",9,10,Yes,Yes,Trustable,Ameya Nerkar
warikoo,https://www.youtube.com/watch?v=JBX7-71euk4,"Study in US, UK, Canada | Is it Worth it? | Ankur Warikoo Hindi",0:18:54,Hindi,Lifestyle,"414,998","18,000","2,223","2,260,000",31-03-2022,1/8/2017,Motivation,Delhi,"146,117,481",9,10,Yes,Yes,Trustable,Ameya Nerkar
warikoo,https://www.youtube.com/watch?v=xkm6dhRkMQ8,LIFE CHANGING Habits you NEED to WATCH! | Ankur Warikoo Hindi,0:21:43,Hindi,Lifestyle,"900,968","54,000","2,832","2,260,000",17-02-2022,1/8/2017,Motivation,Delhi,"146,117,481",9,10,Yes,Yes,Trustable,Ameya Nerkar
warikoo,https://www.youtube.com/watch?v=EE8iTK9_xa8,5 IMPORTANT Life Decisions you SHOULD take on an Excel Sheet | Ankur Warikoo Hindi,0:25:47,Hindi,Lifestyle,"390,738","19,000","1,410","2,260,000",28-12-2021,1/8/2017,Motivation,Delhi,"146,117,481",9,10,Yes,Yes,Trustable,Ameya Nerkar
warikoo,https://www.youtube.com/watch?v=p6c7_QLw4no,30+% RETURNS? | Momentum Investing EXPLAINED for Beginners! | Warikoo Hindi,0:30:03,Hindi,Lifestyle,"92,797","2,400",691,"2,260,000",6/8/2022,1/8/2017,Motivation,Delhi,"146,117,481",9,10,Yes,Yes,Trustable,Ameya Nerkar
"
Ankit Bhatia",https://www.youtube.com/watch?v=fCAEz66lDc4,How I color grade to create moody videos,0:20:00,Hindi,Lifestyle,"179,676","8,100",384,"811,000",1/7/2021,16-08-2013,Vlogs,Maharashtra,"63,906,267",9,10,Yes ,Yes,Trustable,Ameya Nerkar
"
Ankit Bhatia",https://www.youtube.com/watch?v=4CzgM9PNvew,WHO AM I ? What do I do? My Education ? How much I Earn ? Ankit Bhatia,0:17:36,Hindi,Lifestyle,"380,567","18,000",899,"811,000",5/12/2018,16-08-2013,Vlogs,Maharashtra,"63,906,267",9,10,Yes ,Yes,Trustable,Ameya Nerkar
"
Ankit Bhatia",https://www.youtube.com/watch?v=iRFiwsBjVTs,NANEMACHI Waterfall - The best Monsoon Trek in Maharashtra | Varandha Ghat | @JeevanKadamVlogs,0:23:55,Hindi,Lifestyle,"213,895","12,000",894,"811,000",12/8/2022,16-08-2013,Vlogs,Maharashtra,"63,906,267",9,10,Yes ,Yes,Trustable,Ameya Nerkar
"
Ankit Bhatia",https://www.youtube.com/watch?v=X86JUbrXsg8,7 CINEMATIC CAMERA GIMBAL shots | DJI RS3,0:07:52,Hindi,Lifestyle,"641,671","20,000",477,"811,000",25-07-2022,16-08-2013,Vlogs,Maharashtra,"63,906,267",9,10,Yes ,Yes,Trustable,Ameya Nerkar
"
Ankit Bhatia",https://www.youtube.com/watch?v=VyLC6hRIXxU,How winter Feels like in Himachal?,0:01:04,Hindi,Lifestyle,"64,740","7,000",399,"811,000",1/10/2017,16-08-2013,Vlogs,Maharashtra,"63,906,267",9,10,Yes ,Yes,Trustable,Ameya Nerkar
YourExcelGuy,https://www.youtube.com/watch?v=hyyEYQ5QTgI,Grouping Data On Pivot Tables,0:02:16,English,Educational,114,13,0,327,16-01-2022,3/1/2022,Tech,Tamil Nadu,"2,954",10,10,Yes,Yes,Trustable,Imran Khan
Abhistu,https://www.youtube.com/watch?v=AhBKK8h9ZF4,Best Demotivational Video | Abhistu,0:08:16,Tamil,Entertainment,21000,3200,113,"404,000",14-10-2022,2/6/2016,Entertainment,Tamil Nadu,"30,855,763",7,8,No,No,Trustable,Imran Khan
Alexander Babu,https://www.youtube.com/watch?v=qiRvZUNdx9o,Iraivanidam Kai Yendhungal Cover - Home Videos,0:05:15,Tamil,Music,1142455,"50,000",3316,"185,000,000",25-05-2022,4/11/2016,Music,Tamil Nadu,"148,210,105",7,8,No,No,Trustable,Imran Khan
"CallMeShazzam Vines
",https://www.youtube.com/watch?v=AmXs7nudg48,Pixel 7 Pro | First Impression !!! | Malayalam,0:10:27,Malayalam,Review,142000,"20,000",1587,"116,000,000",15-10-2020,4/11/2020,Tech,Kerala,"436,615,305",5,5,No,No,Not Trustable,Imran Khan
Parithabangal,https://www.youtube.com/watch?v=JFTqQcTTB1k,Aayudha Poojai Paavangal | Parithabangal,0:15:56,Tamil,Entertainment,2641779,178000,3596,"395,000,000",5/10/2022,8/2/2018,Entertainment,Tamil Nadu,"579,843,108",8,8,No,No,Trustable,Imran Khan
Tech Boss,https://www.youtube.com/watch?v=AcLIPO6Zyac,Unboxing All New Apple Watch Ultrawatch 8 Se At Dubai,0:09:17,Tamil,Review,393193,21000,794,"315,000,000",7/10/2022,12/4/2018,Tech,Tamil Nadu,"546,722,177",8,8,Yes,Yes,Trustable,Imran Khan
Madan Gowri,https://www.youtube.com/watch?v=U-Z-M-J5DRE,Rajendra Chola - Greatest Tamil King | Madan Gowri | MG,0:12:53,Tamil,Vlog,80885,9600,774,"645,000,000",5/10/2022,5/12/2013,News,Tamil Nadu,"1,371,625,095",7,7,Yes,No,Not Trustable,Imran Khan
Geekytamizha,https://www.youtube.com/watch?v=RBGElPK343M,Speed - Airtel 5G Speedtest in Chennai! | Best 5G Place in Chennai,0:09:04,Tamil,Review,"40,312",1900,195,"267,000",8/10/2022,25-02-2016,Employment,Tamil Nadu,"28,111,443",8,8,No,No,Trustable,Imran Khan
Tamil Trekke,https://www.youtube.com/watch?v=DDu_zdYgVno,My First Day Impression Inside Syria | Tamil Trekker,0:15:21,Tamil,Lifestyle,"334,754",14000,670,"996,000",21-04-2022,5/10/2014,Vlogs,Tamil Nadu,"115,156,066",9,9,No,No,Trustable,Imran Khan
Dr. Ashwin Vijay,https://www.youtube.com/watch?v=Q-PSncgFG8Y,Covid-19 Vaccine Do'S & Dont'S Explained In Tamil,0:08:11,Tamil,Health,"2,545,820",56000,6784,"290,000",16-04-2021,19-04-2018,Health,Tamil Nadu,"13,290,703",9,9,Yes,Yes,Trustable,Imran Khan
Dr.Asha Lenin,https://www.youtube.com/watch?v=IGYc8xCkmZw,Icthyosis- Dry Skin Scope Of Homeopathy Treatment,0:05:15,Tamil,Health,5171,72,30,"137,000",25-01-2022,23-11-2011,Health,Tamil Nadu,"9,428,822",9,9,Yes,Yes,Trustable,Imran Khan
20Mins Walk : Indian Doctor Channel,https://www.youtube.com/watch?v=4rUktRipN4U,What Happens When You Quit Smoking Cigarettes | [Help Stop Smoking] - In Hindi,0:12:28,Hindi,Health,249,22,26,901,19-09-2022,6/4/2021,Health,Delhi,"52,634",9,9,Yes,Yes,Trustable,Imran Khan
Skin Diaries,https://www.youtube.com/watch?v=EtY0mkGsQ5I,Common Skincare Tips And Facts | Skin Diaries,0:09:46,English,Health,8872,253,8,"231,000",27-05-2020,28-02-2017,Health,Delhi,"22,166,436",9,9,Yes,Yes,Trustable,Imran Khan
Dr.Deepthi Jammi ,https://www.youtube.com/watch?v=hVADcQ-ktac,Abdominal Pain During Pregnancy,0:06:49,Tamil,Health,"300,326",2700,36,"605,000",2/7/2022,20-11-2017,Health,Tamil Nadu,"53,867,874",9,9,Yes,Yes,Trustable,Imran Khan
Tamil Beauty TV,https://www.youtube.com/c/tamilbeautytv,Full Body Skin Whitening Treatment Oil | Tamil Beauty TV,0:05:08,Tamil,Lifestyle,12662,323,29,"172,000,000",6/9/2022,21-04-2017,Lifestyle,Tamil Nadu,"164,802,482",6,6,Yes,No,Not Trustable,Imran Khan
Venkatesh Bhat's Idhayam Thotta Samayal,https://www.youtube.com/watch?v=3FMqGnweWks,Venkatesh Bhat Makes Mushroom Dhum Biriyani | Recipe In Tamil | Mushroom Dhum Biriyani | Biriyani,0:20:54,Tamil,Cooking,"5,925,813",77000,3657,"299,000,000",8/1/2021,20-05-2020,Cooking,Tamil Nadu,"313,377,810",10,10,No,No,Trustable,Imran Khan
Vishu Shriv,https://www.youtube.com/watch?v=a-v6Biv99kY,Daily Skin Whitening Remedy For Milk Like Bright And Fair Skin,0:09:11,Tamil,Lifestyle,"3,727",101,24,"60,400",28-09-2022,18-04-2020,Lifestyle,Tamil Nadu,"5,073,215",4,4,Yes,No,Not Trustable,Imran Khan
Nutri Life Tamil,https://www.youtube.com/watch?v=gyrjQaGRGCY,Best Foods For Strong Teeth In Tamil,0:05:07,Tamil,Lifestyle,7229,136,6,"3,570",11/7/2021,25-04-2021,Lifestyle,Tamil Nadu,"312,674",4,4,Yes,No,Not Trustable,Imran Khan
Adobe Tamizha,https://www.youtube.com/watch?v=n_a__YnzV2Y,3 Awesome Tricks In Illustrator ?? Tamil Illustrator Tutorials,0:06:02,Tamil,Educational,627,64,8,"77,300",13-10-2022,26-03-2022,Tech,Tamil Nadu,"6,180,319",7,7,Yes,Yes,Trustable,Imran Khan
Chef Deena’s Kitchen,https://www.youtube.com/watch?v=i3fD9erbmo4,Cauliflower Fried Rice With Gopi Fry | Fried Rice Recipe | Cdk 607 | Chef Deena'S Kitchen,0:07:23,Tamil,Cooking,87795,1600,80,"184,000,000",12/8/2021,13-02-2019,Cooking,Tamil Nadu,"293,879,500",8,8,No,No,Trustable,Imran Khan
Food Area Tamil,https://www.youtube.com/watch?v=_jjP8cz721Y,Chicken Kofta Biryani Recipe In Tamil | Easy Cooking With Jabbar Bhai,0:19:00,Tamil,Cooking,"144,208",3600,166,"131,000,000",8/10/2022,28-02-2020,Cooking,Tamil Nadu,"173,750,582",8,8,No,No,Trustable,Imran Khan
Irfan views,https://www.youtube.com/watch?v=44vofe3z1Ow,"Mutton Biriyani & Peanut Chicken, Aziza Restaurant - Irfan's View",0:19:23,Tamil,Review,"227,903",8400,359,"329,000,000",10/10/2022,13-07-2009,Review,Tamil Nadu,"803,202,582",8,8,No,No,Trustable,Imran Khan
Behindwoods Air News,https://www.youtube.com/watch?v=eHSrxo1GNiw,160 Feet Flying Man's MAGIC Trick Revealed! | Magician Vignesh Reveals,0:25:42,Tamil,Entertainment,"1,927,066",29000,2466,"452,000,000",3/8/2018,6/2/2018,Entertainment,Tamil Nadu,"1,776,656,851",8,8,No,No,Trustable,Imran Khan
Payilagam,https://www.youtube.com/watch?v=Z7bX3xM5ySQ,"SQL In Tamil | | By Guhan | Joins (Left, Right, Inner, Full) | SQL Training In Chennai | Payilagam",0:09:44,Tamil,Educational,"72,763",1100,23,"130,000",2/10/2018,17-03-2014,Tech,Tamil Nadu,"8,796,078",8,8,Yes,Yes,Trustable,Imran Khan
Education World,https://www.youtube.com/watch?v=bhF5iR1rufo,Learn Tamil In 5 Days - Conversation For Beginners,0:52:39,Tamil,Educational,"1,805,328",32000,2090,"102,000,000",18-10-2017,25-06-2008,Tech,Tamil Nadu,"83,281,804",8,8,Yes,Yes,Trustable,Imran Khan
Tamil Hacks 2.0,https://www.youtube.com/watch?v=OQ2448utWIE,Learn Html In Tamil | Beginner To Website | Complete Guide And Tutorial | Tamil Hacks,1:13:29,Tamil,Educational,"1,031,568",31000,1704,"358,000",22-12-2019,18-10-2019,Tech,Tamil Nadu,"12,485,052",7,7,Yes,Yes,Trustable,Imran Khan
Vj Techno Wizard,https://www.youtube.com/watch?v=gmparjlRJnY,React Js Full Course In Tamil | React Js Tutorial For Beginners In Tamil | Vj Techno Wizard,3:30:44,Tamil,Educational,"168,730",2700,261,"8,600",28-09-2020,2/6/2020,Tech,Tamil Nadu,"669,684",7,7,Yes,Yes,Trustable,Imran Khan
Curious Freaks,https://www.youtube.com/watch?v=Ny-JuFnoOds,How I Learnt Coding By Myself (Tamil)??My Coding From Start To Till Getting Placed,0:11:46,Tamil,Educational,"625,369",16000,673,"97,900",18-04-2022,1/11/2021,Tech,Tamil Nadu,"5,825,336",7,7,Yes,Yes,Trustable,Imran Khan
