Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Total No of Comments,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness_Thumbnail,Trustworthiness_Video,Does the Video Require Subject Matter Expertise from an Expert ?,Creator_SME,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
CrazyTech,https://www.youtube.com/watch?v=u8_T73eRyY0,14 Amazing Smart Home Gadgets,0:10:00,Hindi,Review,"1,205,196","19,000",361,"915,000",25-05-2021,4/5/2017,Tech,India,"53,432,792.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Ansh Nakwal,https://www.youtube.com/watch?v=Rn4ZGeirrio,How to Become tech youtuber in India ?,0:05:54,Hindi,Review,"27,293","19,000",113,"356,000",8/11/2020,19-06-2015,Tech,India,"64,227,618.00",4,5,Yes,Yes,Trustable,Praneeth kodam
Gyan Therapy,https://www.youtube.com/watch?v=ya0de3ucRB4,Stop your mistakes & buy best laptop,0:10:00,Hindi,Review,"2,158,050","87,000","2,855","2,220,000",23-10-2020,6/8/2018,Tech,India,"388,856,441.00",7,8,Yes,Yes,Trustable,Praneeth kodam
The Urban Guide,https://www.youtube.com/watch?v=sd_oFOPKhh4,Trying shark tank india products!,0:13:01,Hindi,Review,"1,276,386","48,000",527,"296,000",8/2/2022,16-02-2021,Tech,India,"41,324,090.00",5,5,No,No,Not Trustable,Praneeth kodam
Gyan Therapy,https://www.youtube.com/watch?v=JZeo4LhJGJA,I tested 17 - mivi products and service reality,0:13:58,Hindi,Review,"533,483","37,000","3,000","2,220,000",6/10/2022,6/8/2018,Tech,India,"388,856,441.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Shadhik Azeez,https://www.youtube.com/watch?v=0krkpQtKwf0,Viral salicylic ice mask review,0:12:34,Tamil,Review,"7,932,685","80,000","2,900","1,000,000",6/7/2021,13-07-2013,Lifestyle,India,"201,892,516.00",3,4,Yes,No,Not Trustable,Praneeth kodam
Dr. Jeet Jaypal,https://www.youtube.com/watch?v=5JQ6QDzkIy0,Vedix honest review after 1 month use,0:04:53,Hindi,Review,"468,049","7,600",560,"49,100",17-09-2021,4/2/2015,Lifestyle,India,"4,470,101.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Anmol Jaiswal,https://www.youtube.com/watch?v=eeE796qRHRs,How to get free products for review with 0 subscribers,0:12:47,Hindi,Review,"146,741","13,000",548,"940,000",23-07-2021,25-06-2017,Lifestyle,India,"126,025,018.00",5,2,No,No,Not Trustable,Praneeth kodam
Anshu Bisht,https://www.youtube.com/watch?v=uTQrfpKFJuU,Secret technique for unlimited diamonds in minecraft mobile/PE,0:49:21,Hindi,Entertainment,"1,171,336","87,000","9,800","3,350,000",9/10/2022,29-03-2019,Entertainment,India,"500,140,987.00",7,7,Yes,Yes,Trustable,Praneeth kodam
MrGamerJay,https://www.youtube.com/watch?v=11wb9sbYgGA,Best survival base,0:10:14,Hindi,Entertainment,"853,164","43,000","1,200","1,410,000",9/10/2022,15-07-2019,Entertainment,India,"198,782,119.00",6,7,Yes,Yes,Trustable,Praneeth kodam
YesSmartyPie,https://www.youtube.com/watch?v=XX8x3iadR2Y,Using security hacks to cheat in hide and seek [Minecraft],0:22:57,Hindi,Entertainment,"2,496,516","150,000","3,800","4,510,000",27-09-2022,21-11-2018,Entertainment,India,"1,055,339,337.00",5,5,Yes,Yes,Trustable,Praneeth kodam
mosambi,https://www.youtube.com/watch?v=eFBPvjBmasI,Enderman ki real story,0:12:04,Hindi,Entertainment,"377,042","29,000",640,"1,780,000",13-10-2022,22-09-2018,Entertainment,India,"199,168,017.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Gaming with shivang 2.0,https://www.youtube.com/watch?v=b72-u1266eE,Can you escape the hardest slime prison in minecraft?,0:10:47,Hindi,Entertainment,"257,530","13,000",136,"942,000",12/10/2022,30-07-2018,Entertainment,India,"90,579,525.00",4,6,Yes,Yes,Trustable,Praneeth kodam
Total Gaming,https://www.youtube.com/watch?v=RfVmAGcyb48,Ajjubhai Vs Amitbhai desi gamers best collection who will win - Garena Free Fire,0:22:39,Hindi,Entertainment,"18,544,507","1,200,000","25,000","3,370,000",31-03-2021,9/10/2018,Entertainment,India,"6,053,249,091.00",6,6,Yes,Yes,Trustable,Praneeth kodam
ProBoii,https://www.youtube.com/watch?v=d_NERYFYXiQ,I played the worst hulk game ever made…,0:08:15,Hindi,Entertainment,"825,692","32,000","1,000","455,000",23-09-2022,19-11-2021,Entertainment,India,"36,916,561.00",5,5,Yes,Yes,Trustable,Praneeth kodam
KarNag,https://www.youtube.com/watch?v=laHPA3u8Jzw,Playing the funniest doreamon open world game,0:08:25,Hindi,Entertainment,"6,971",129,15,222,16-06-2022,16-03-2022,Entertainment,India,"30,239.00",4,6,Yes,Yes,Trustable,Praneeth kodam
R. G Bucket list,https://www.youtube.com/watch?v=71SkYcEjk_4,Big Dreams ft. parents,0:08:05,Hindi,Entertainment,"8,031,747","563,000","31,000","2,480,000",30-09-2020,15-01-2016,Educational,India,"96,595,834.00",5,6,Yes,Yes,Trustable,Praneeth kodam
NotYourtype,https://www.youtube.com/watch?v=O_WRbPnqGkU,Types of people in india,0:09:28,Hindi,Entertainment,"2,654,776","289,000","12,000","1,870,000",5/10/2022,17-07-2017,Educational,India,"177,228,658.00",6,5,Yes,Yes,Trustable,Praneeth kodam
Deskshow,https://www.youtube.com/watch?v=eC7hTpCDtVQ,Indian family k maa baap,0:08:00,Hindi,Entertainment,"508,786","45,000","1,400","242,000",28-08-2022,25-09-2019,Educational,India,"10,702,350.00",6,6,Yes,Yes,Trustable,Praneeth kodam
Close Enough,https://www.youtube.com/watch?v=tNEGXrXxr4M,The triggered insaan parody,0:03:09,Hindi,Entertainment,"1,776,483","192,000","13,000","681,000",25-09-2022,17-10-2021,Educational,India,"61,280,825.00",6,7,Yes,Yes,Trustable,Praneeth kodam
HardToonz,https://www.youtube.com/watch?v=GXhH8SKEX-c,Worst indian schools - hardtoonz,0:09:34,Hindi,Entertainment,"3,671,761","161,000","4,800","703,000",18-06-2022,12/1/2017,Educational,India,"47,386,512.00",6,5,Yes,Yes,Trustable,Praneeth kodam
Kreative Ladka,https://www.youtube.com/watch?v=RU12rbDqCqM,The quiet kid,0:09:13,Hindi,Entertainment,"991,565","74,000","2,300","161,000",12/4/2022,17-04-2018,Educational,India,"13,674,499.00",7,5,Yes,Yes,Trustable,Praneeth kodam
KirtiChow,https://www.youtube.com/watch?v=wmdlR9fk3O0,Getting into a new school experience,0:04:34,Hindi,Entertainment,"1,244,248","80,000","9,900","906,000",10/11/2018,4/2/2018,Educational,India,"78,912,475.00",5,6,Yes,Yes,Trustable,Praneeth kodam
Puff Talks,https://www.youtube.com/watch?v=UHHffWf_arM,First day in my new school,0:09:32,Hindi,Entertainment,"661,415","50,000","1,400","249,000",26-04-2022,2/12/2018,Educational,India,"15,840,029.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Animator Bhai,https://www.youtube.com/watch?v=AmcL1GYelnA,Indian middle class shopping,0:06:52,Hindi,Entertainment,"113,170","10,000",311,"99,900",1/9/2022,9/3/2019,Educational,India,"4,412,782.00",6,5,Yes,Yes,Trustable,Praneeth kodam
Chinurag,https://www.youtube.com/watch?v=L8a-L16dDXk,Home work,0:08:39,Hindi,Entertainment,"37,401","4,300",505,"22,300",5/9/2022,7/4/2017,Educational,India,"722,448.00",6,7,Yes,Yes,Trustable,Praneeth kodam
F851,https://www.youtube.com/watch?v=UgxROd0p0YA,This is video 3 animated you tube or R G buckel list or Not your type or Hard toonz,0:06:28,Hindi,Entertainment,44,0,0,199,29-09-2022,29-05-2022,Educational,India,"18,675.00",3,1,Yes,No,Not Trustable,Praneeth kodam
Funcho,https://www.youtube.com/watch?v=2WEoW_ItjnA,Restaurant v/s Street Food,0:14:17,Hindi,Entertainment,"6,707,179","282,000","3,700","3,360,000",12/2/2022,18-02-2017,Entertainment,India,"769,504,387.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Filmymoji,https://www.youtube.com/watch?v=uyI20XwCj3Q,Middle class madhu telugu comedy video,0:09:01,Telugu,Entertainment,"7,118,508","184,000","2,700","3,540,000",7/10/2020,23-03-2018,Entertainment,India,"642,167,009.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Funmoji,https://www.youtube.com/watch?v=I-Nmilrwt1c,Summertime,0:11:04,Telugu,Entertainment,"2,395,964","119,000","1,400","2,110,000",12/4/2022,15-06-2013,Entertainment,India,"384,846,743.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Viva,https://www.youtube.com/watch?v=eLZH1GEeBU4,The Exams,0:08:00,Telugu,Entertainment,"35,055,090","335,000","5,300","1,460,000",20-04-2017,8/4/2010,Entertainment,India,"295,246,272.00",5,7,Yes,Yes,Trustable,Praneeth kodam
Wirally,https://www.youtube.com/watch?v=DfOSUnIXUc0,Types of biryani eaters,0:14:05,Telugu,Entertainment,"1,662,748","43,000","1,100","1,570,000",30-11-2021,30-12-2015,Entertainment,India,"550,447,424.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Mahathalli,https://www.youtube.com/watch?v=OyXxN3d684A,How we eat - home v/s office,0:12:11,Telugu,Entertainment,"5,900,829","73,000","3,400","1,920,000",11/5/2020,11/3/2016,Entertainment,India,"593,004,862.00",8,9,Yes,Yes,Trustable,Praneeth kodam
Shravan Kotha,https://www.youtube.com/watch?v=tKd17rJF4eM,The late comers 5,0:16:26,Telugu,Entertainment,"10,396,783","194,000","4,700","606,000",23-11-2019,18-12-2012,Entertainment,India,"68,233,747.00",8,9,Yes,Yes,Trustable,Praneeth kodam
Rey 420,https://www.youtube.com/watch?v=ySiWcpy0RRs,College life EP -1,0:08:49,Telugu,Entertainment,"4,464,742","55,000","1,300","454,000",18-08-2018,6/7/2018,Entertainment,India,"49,196,264.00",5,6,Yes,Yes,Trustable,Praneeth kodam
Satyabhama,https://www.youtube.com/watch?v=RuAbwgD5rkY,Holidays : expectations vs reality,0:10:05,Telugu,Entertainment,"1,301,955","16,000",868,"300,000",15-07-2020,9/9/2019,Entertainment,India,"63,160,152.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Dhethadi,https://www.youtube.com/watch?v=BY2LRIbblYM,My quarantine time - 24 hours in my house,0:13:21,Telugu,Entertainment,"1,696,024","28,000","1,900","1,930,000",4/4/2020,16-04-2018,Entertainment,India,"407,471,091.00",8,9,Yes,Yes,Trustable,Praneeth kodam
My Village Show,https://www.youtube.com/watch?v=18Kft7GnyJg,Gangavva tho kaluvapothe ft. dhethadi harika,0:16:52,Telugu,Entertainment,"16,383,896","148,000","4,300","2,500,000",29-07-2019,3/11/2012,Entertainment,India,"694,844,503.00",8,9,Yes,Yes,Trustable,Praneeth kodam
Kallivalli,https://www.youtube.com/watch?v=Z3P2nGmq_UY,Kallivalli | My village show ,0:11:24,Telugu,Entertainment,"2,346,097","47,000","1,300","343,000",9/7/2021,26-07-2017,Entertainment,India,"61,577,341.00",8,7,Yes,Yes,Trustable,Praneeth kodam
Ashu Redyy,https://www.youtube.com/watch?v=x_j0qz9-s44,Prank on mommy that I am pregnant ,0:13:44,Telugu,Entertainment,"1,575,204","42,000","1,100","240,000",7/12/2021,13-08-2020,Entertainment,India,"25,515,945.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Sidshnu,https://www.youtube.com/watch?v=CQP62yl0xsI,Revenge prank on vishnu ,0:19:30,Telugu,Entertainment,"1,188,393","46,000","1,500","363,000",25-02-2022,10/8/2021,Entertainment,India,"61,516,912.00",7,7,Yes,Yes,Trustable,Praneeth kodam
Mana Dunia,https://www.youtube.com/watch?v=tKMR40381iM,Next level prank on biggBoss contestant maanas & actress tejaswini,0:18:24,Telugu,Entertainment,"2,667,864","60,000","1,000","206,000",16-02-2020,21-08-2018,Entertainment,India,"25,952,393.00",7,7,Yes,Yes,Trustable,Praneeth kodam
Vinay Kuyya,https://www.youtube.com/watch?v=8AGERqUfsOg,Extreme second marriage dare on mom,0:16:58,Telugu,Entertainment,"3,149,282","102,000","2,300","1,630,000",12/12/2020,25-12-2015,Entertainment,India,"489,834,955.00",8,8,Yes,Yes,Trustable,Praneeth kodam
Mahishivan,https://www.youtube.com/watch?v=TwzXj4Tq6_g,Revenge prank to shiva ,0:22:25,Telugu,Entertainment,"891,902","24,000",516,"459,000",8/9/2022,26-07-2021,Entertainment,India,"104,515,512.00",7,8,Yes,Yes,Trustable,Praneeth kodam
FunPataka,https://www.youtube.com/watch?v=knitbIHfmhU,Love letter prank,0:08:34,Telugu,Entertainment,"936,086","53,000","1,600","1,020,000",12/4/2022,24-03-2016,Entertainment,India,"186,400,654.00",7,8,Yes,Yes,Trustable,Praneeth kodam
5G Prank,https://www.youtube.com/watch?v=9ixt9xo8i9Q,Update viral train horn prank 2021 ,0:05:17,Hindi,Entertainment,"11,617,074","201,000","2,000","308,000",17-10-2021,19-07-2020,Entertainment,India,"83,036,359.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Veggie Paaji,https://www.youtube.com/watch?v=IbShnrs5VLQ,Adarsh nagar chowpatty street food jalandhar ,0:17:16,Hindi,Cooking,"103,722","75,000",176,"2,860,000",13-10-2022,22-08-2016,Vlogs,India,"970,367,635.00",5,7,Yes,Yes,Trustable,Praneeth kodam
The Street Chef,https://www.youtube.com/watch?v=XbMHXqo4DTw,Best pav baji | making of 100+ plates,0:21:32,Hindi,Cooking,"20,458",209,16,"959,000",13-10-2022,10/11/2017,Vlogs,India,"225,256,705.00",5,8,Yes,Yes,Trustable,Praneeth kodam
Priyanka Tiwari Vlogs,https://www.youtube.com/watch?v=lVd6WqhvAFM,Gujarati thali ,0:12:18,Hindi,Cooking,"25,392","3,000",323,"450,000",14-10-2022,15-01-2020,Vlogs,India,"51,445,499.00",7,6,Yes,Yes,Trustable,Praneeth kodam
Foodie we,https://www.youtube.com/watch?v=9_raj9FI5ms,Trying the food never tried before,0:17:30,Hindi,Cooking,"516,948","42,000","4,600","1,440,000",12/10/2022,23-01-2019,Vlogs,India,"328,093,795.00",6,6,Yes,Yes,Trustable,Praneeth kodam
Itlu Sravani,https://www.youtube.com/watch?v=oQN7VQcopF0,India trip update,0:13:54,Telugu,Lifestyle,"331,776","6,200",222,"314,000",6/10/2022,2/8/2020,Vlogs,India,"210,806,765.00",8,8,No,No,Trustable,Praneeth kodam
5monkey Food,https://www.youtube.com/watch?v=OjgR6l4UMoo,Original guntur subani mutton biryani,0:10:51,Telugu,Cooking,"103,264","1,900",194,"93,600",11/10/2022,2/1/2021,Vlogs,India,"30,607,544.00",7,7,Yes,Yes,Trustable,Praneeth kodam
Aadhan Food & Travel,https://www.youtube.com/watch?v=sIHlqNZucPs,Pancha kattu dosa | authentic rayalseema breakfast in hyderabad,0:22:30,Telugu,Cooking,"184,775","1,700",119,"193,000",1/10/2022,5/10/2018,Vlogs,India,"63,380,037.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Madam Anthe,https://www.youtube.com/watch?v=Aq44p7Gi_3Q,Street food ,0:24:42,Telugu,Cooking,"2,773,241","34,000",919,"575,000",2/8/2022,31-07-2020,Vlogs,India,"195,984,263.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Wirally Food,https://www.youtube.com/watch?v=By4nVvwliw4,10 rs dosa vs 1000 rs dosa in hyderabad,0:16:50,Telugu,Cooking,"541,440","8,300",413,"112,000",15-09-2022,16-08-2017,Vlogs,India,"21,717,851.00",6,6,Yes,Yes,Trustable,Praneeth kodam
Telugu Travel Vlogger,https://www.youtube.com/watch?v=X0GvgIvrbxM,Vande bharat express ,0:14:48,Telugu,Lifestyle,"280,209","6,300",312,"140,000",11/10/2022,4/10/2016,Vlogs,India,"17,852,953.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Yuga Telugu Vihari,https://www.youtube.com/watch?v=2EdlBmC7_Ws,Varanasi full tour plan in telugu,0:17:59,Telugu,Lifestyle,"919,065","1,400",603,"165,000",5/3/2022,8/12/2019,Vlogs,India,"40,786,531.00",6,7,Yes,Yes,Trustable,Praneeth kodam
HN motovlogs,https://www.youtube.com/watch?v=NlVGNu0W0Eo,Hyderabad to goa on bus ,0:18:32,Telugu,Lifestyle,"300,411","11,000",659,"202,000",23-07-2022,12/5/2020,Vlogs,India,"30,718,607.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Sharing,https://www.youtube.com/watch?v=drWL3QubZfM,Tirupathi to goa flights,0:14:13,Telugu,Lifestyle,"1,609",18,3,13,5/5/2022,15-10-2021,Vlogs,India,"1,719.00",1,3,No,No,Trustable,Praneeth kodam
Bro Riders Telugu,https://www.youtube.com/watch?v=6z5TQMHIBKs,Araku full trip in telugu,0:37:52,Telugu,Lifestyle,"4,195",165,27,156,6/2/2022,6/2/2022,Vlogs,India,"6,638.00",4,5,Yes,Yes,Trustable,Praneeth kodam
Kritika Goel,https://www.youtube.com/watch?v=ryB764h7ivA,Laksadweep travel vlog,0:15:12,English,Lifestyle,"932,162","15,000",866,"432,000",29-10-2021,12/5/2007,Vlogs,India,"42,424,751.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Tany Khanijow,https://www.youtube.com/watch?v=ehmsJLZlCZ0,Travelling through north east india,0:15:26,Hindi,Lifestyle,"2,955,143","73,000","4,900","961,000",21-12-2018,7/10/2012,Vlogs,India,"74,188,845.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Anuj Bucket,https://www.youtube.com/watch?v=ff3AU7_OGio,"Complete travel guide, meghalaya ",0:29:17,Hindi,Lifestyle,"433,240","9,200",718,"125,000",29-12-2021,21-09-2015,Vlogs,India,"22,463,944.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Entreme Moto Adventure,https://www.youtube.com/watch?v=v8DDDnjXeN0,Amazing kerala story,0:20:35,Hindi,Lifestyle,"3,178,952","67,000","3,100","923,000",27-12-2018,12/7/2012,Vlogs,India,"130,209,529.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Rail Gyankosh,https://www.youtube.com/watch?v=ZQ-rzasOB4Y,My first experience in a Ship Journey towards lakshadweep,0:25:39,Hindi,Lifestyle,"1,283,117","25,000",736,"962,000",22-10-2021,8/9/2016,Vlogs,India,"120,713,936.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Himbus,https://www.youtube.com/watch?v=2iJmSUWyfFQ,The incredible delhi to leh hrtc bus journey - 2022 Edition,0:52:59,Hindi,Lifestyle,"143,085","26,000","1,400","269,000",20-05-2022,31-07-2016,Vlogs,India,"67,727,281.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Deepa Kadalage,https://www.youtube.com/watch?v=17O45OtuKY0,Manali to leh on bike,0:15:57,Hindi,Lifestyle,"3,075",54,12,101,2/6/2022,21-12-2021,Vlogs,India,"11,720.00",4,7,Yes,Yes,Trustable,Praneeth kodam
Anirudh Patil,https://www.youtube.com/watch?v=nyA3teAJkK0,We explored kumbhe waterfall like  no one before,0:18:20,Hindi,Lifestyle,"874,590","17,000","1,300","72,000",2/9/2022,9/9/2012,Vlogs,India,"8,881,203.00",7,7,Yes,Yes,Trustable,Praneeth kodam
Mum's Academy,https://www.youtube.com/watch?v=0y4vrzB7mTw,Introduction to india,0:08:45,Hindi,Educational,"73,982",639,72,731,7/11/2017,10/9/2017,Educational,India,"164,498.00",4,6,Yes,Yes,Trustable,Praneeth kodam
Exambin,https://www.youtube.com/watch?v=lK3oqU2WNY0,Introduction to indian cultural heritage –Indian culture and tradition,0:05:57,English,Educational,"866,466","10,000",639,"99,700",29-05-2017,6/7/2016,Educational,India,"8,247,949.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Pritam Das,https://www.youtube.com/watch?v=JAmJ3WLQEM4,Incredible india video- presentation indian culture,0:05:59,English,Educational,"51,236",762,43,161,22-06-2017,18-01-2012,Educational,India,"55,049.00",4,6,Yes,Yes,Trustable,Praneeth kodam
Digital Reading,https://www.youtube.com/watch?v=CV0RKWCT6do,Geographic features of india telugu,0:05:19,Telugu,Educational,"487,706","6,900",582,"194,000",28-02-2014,16-05-2011,Educational,India,"32,490,988.00",6,8,Yes,Yes,Trustable,Praneeth kodam
Govt Jobs Lectures,https://www.youtube.com/watch?v=uTX8bkl4cZI,Lattitude and longitude in telugu very simple,0:22:38,Telugu,Educational,"111,521","2,200",77,"17,900",29-05-2018,29-04-2018,Educational,India,"635,302.00",5,7,Yes,Yes,Trustable,Praneeth kodam
Mahesh Studies,https://www.youtube.com/watch?v=tTeJ-1zUVeM,Geography online classes,0:33:30,Telugu,Educational,"25,255",0,0,"121,000",24-06-2020,2/1/2019,Educational,India,"6,976,766.00",5,5,Yes,Yes,Trustable,Praneeth kodam
E-learning Educare,https://www.youtube.com/watch?v=jFd7srLnYfY,Ncert class 6 geography chapter 2 part 1: globe - lattitudes and longitudes ,0:11:46,Telugu,Educational,"19,833",453,41,"4,970",18-05-2021,4/7/2020,Educational,India,"246,116.00",6,7,Yes,Yes,Trustable,Praneeth kodam
GovernmentJobsAdda,https://www.youtube.com/watch?v=q8Q79sSGv_M,"Eastern ,western ghats",0:18:21,Telugu,Educational,"22,129",519,39,"48,400",24-03-2018,4/6/2016,Educational,India,"2,382,516.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Mocomikids,https://www.youtube.com/watch?v=B8CPd_UhyGc,Aurangzeb - the mughal emperor,0:04:49,English,Educational,"1,151,249","5,900",0,"604,000",4/9/2012,12/12/2011,Educational,India,"218,598,371.00",6,7,Yes,Yes,Trustable,Praneeth kodam
7Seas Entertainment Ltd,https://www.youtube.com/watch?v=bhAeQyLJaRU,National symbols of india ,0:03:46,English,Educational,"2,684,181","13,000",0,"57,600",29-10-2014,29-08-2011,Educational,India,"18,803,235.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Apna College,https://www.youtube.com/watch?v=k2oGoqxRLaw,Watch this before buying laptop,0:22:00,Hindi,Educational,"4,113,079","143,000","9,700","2,790,000",14-08-2020,5/8/2020,Educational,India,"353,991,228.00",8,9,Yes,Yes,Trustable,Praneeth kodam
Honest Hour Podcast,https://www.youtube.com/watch?v=fPWCDF81tFg,Ducky bhai talks about how much money he makes,1:29:17,Hindi,Entertainment,"204,802","13,000",645,"710,000",16-10-2022,30-10-2018,Lifestyle,India,"77,939,405.00",4,5,Yes,Yes,Trustable,Praneeth kodam
BeerBiceps,https://www.youtube.com/watch?v=TDSa7nZhlHY,Brain hacks for money & growth with neurologist Dr. sid warrier,0:59:02,Hindi,Employment,"966,448","43,000","1,200","4,410,000",22-10-2021,21-12-2014,Lifestyle,India,"391,716,913.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Honestly by Tanmay Bhat,https://www.youtube.com/watch?v=82oLmSuD_hI,The anurag kashyap podcast,1:01:03,Hindi,Entertainment,"611,256","23,000",977,"885,000",18-08-2022,18-02-2020,Lifestyle,India,"47,848,194.00",5,7,Yes,Yes,Trustable,Praneeth kodam
Ranveer Allahbadia,https://www.youtube.com/watch?v=DfPbo3tY0k8,Yeti kaun aur kahan se aate hai? ,0:29:33,Hindi,Entertainment,"3,915,702","186,000","4,800","3,940,000",10/8/2022,20-03-2017,Lifestyle,India,"328,865,431.00",6,6,Yes,Yes,Trustable,Praneeth kodam
All India Bakchod,https://www.youtube.com/watch?v=5LFdcZe7WW4,AIB podcast : feat. shah rukh khan,0:30:28,Hindi,Entertainment,"9,369,706","172,000","5,300","3,990,000",30-01-2017,30-01-2012,Lifestyle,India,"604,297,143.00",5,6,Yes,Yes,Trustable,Praneeth kodam
BeerBiceps,https://www.youtube.com/watch?v=br4TSVzCv50,Free fat burning diet plan for men & women,1:18:30,Hindi,Lifestyle,"572,787","21,000",908,"4,410,000",22-10-2021,21-12-2014,Lifestyle,India,"391,716,913.00",7,8,Yes,Yes,Trustable,Praneeth kodam
Indian Fitness Today,https://www.youtube.com/watch?v=311hyV_A4Yg,The biggest problem with natty or not discussed,0:34:32,Hindi,Lifestyle,"25,417","1,500",238,"6,360",23-02-2022,17-02-2022,Lifestyle,India,"406,006.00",5,6,Yes,Yes,Trustable,Praneeth kodam
Sandeep Maheswari,https://www.youtube.com/watch?v=EORrojq9CbE,How to become physically strong?,0:29:45,Hindi,Lifestyle,"1,707,890","93,000","4,600","25,500,000",22-03-2021,13-02-2012,Lifestyle,India,"1,992,369,703.00",6,8,Yes,Yes,Trustable,Praneeth kodam
Learn with Lokesh Lalwani,https://www.youtube.com/watch?v=2HpiSeDMShM,Excel trick to earn rs 1600 in just one hour,0:16:39,Hindi,Educational,"300,843","22,000",518,"287,000",23-09-2022,20-11-2018,Vlogs,India,"10,720,798.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Crafting with Rachna,https://www.youtube.com/watch?v=OH0HMILtXL0,Indian tricolor badge ideas,0:16:30,Hindi,Entertainment,"652,567","9,500",0,"224,000",16-01-2020,22-12-2015,Employment,India,"44,155,368.00",7,7,Yes,Yes,Trustable,Praneeth kodam
Arush diy craft Ideas,https://www.youtube.com/watch?v=PAtPYk5gmZU,5 Indian traditional crafts doll making,0:27:21,No Language,Entertainment,"5,956",159,20,"168,000",25-01-2020,19-06-2017,Employment,India,"21,430,101.00",5,7,Yes,Yes,Trustable,Praneeth kodam
Crafts and Kutir,https://www.youtube.com/watch?v=E6UlBVKp9EA,Diy - independence day card making ideas,0:05:55,No Language,Entertainment,"14,741,724","151,000","2,600","811,000",1/8/2021,27-02-2017,Employment,India,"167,360,327.00",5,6,Yes,Yes,Trustable,Praneeth kodam
Sanchita's Creativity,https://www.youtube.com/watch?v=bSdfNgWl1wM,Best use of pencil shaving/wall hanging craft idea/art and craft ideas,0:07:47,No Language,Entertainment,"944,398","13,000",218,"68,900",25-06-2022,10/9/2020,Employment,India,"10,022,724.00",6,7,Yes,Yes,Trustable,Praneeth kodam
Kalyani's corner,https://www.youtube.com/watch?v=6QL0sQzLuMk,Rajasthani musician wall hanging showpiece,0:06:17,No Language,Entertainment,"1,386,806","56,000","1,300","419,000",6/5/2022,13-04-2016,Employment,India,"39,645,317.00",5,6,Yes,Yes,Trustable,Praneeth kodam
Riya Crafting,https://www.youtube.com/watch?v=0dT64Z4zqsk,Skeleton leaves wall hanging craft ,0:06:38,No Language,Entertainment,"727,926","14,000",333,"4,920",8/9/2022,18-05-2021,Employment,India,"781,632.00",7,7,Yes,Yes,Trustable,Praneeth kodam
Bharti's Creative Art and Craft,https://www.youtube.com/watch?v=x3-uMG2zxPo,Waste material craft,0:17:43,No Language,Entertainment,"4,530,558","110,000","3,700","55,400",7/8/2020,31-05-2017,Employment,India,"6,428,376.00",6,6,Yes,Yes,Trustable,Praneeth kodam
Punekar Sneha,https://www.youtube.com/watch?v=qy_JZvOOfvM,Wall box shelve making from cardboard,0:02:56,No Language,Entertainment,"1,462,802","27,000",166,"549,000",10/7/2021,20-10-2017,Employment,India,"115,183,737.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Divya's Passion 4 Krafts,https://www.youtube.com/watch?v=DoxCeOmnl0A,Bangles organizer ,0:04:36,No Language,Entertainment,"658,389","7,600",67,"13,600",16-10-2021,4/7/2019,Employment,India,"3,317,709.00",5,6,Yes,Yes,Trustable,Praneeth kodam
Renu's Craft world,https://www.youtube.com/watch?v=XrGifqGsSjs,Beautiful wall decoration idea with waste materials,0:12:18,No Language,Entertainment,"481,100","8,200",114,"231,000",11/1/2021,5/5/2018,Employment,India,"50,136,656.00",5,6,Yes,Yes,Trustable,Praneeth kodam
